SENT_ID	MDD	NDD	MAXIMUM_TREE_DEPTH	#_OF_TOKENS	#_OF_CLAUSES	#_OF_T-UNITS	CLAUSES_PER_T-UNIT
ssj173.1184.4322	4.1875	1.399376342916788	7	23	1	1	1.0
ssj110.691.2609	1.2857142857142858	1.4147878268066958	5	9	2	1	2.0
ssj422.2347.8262	3.08	1.9011149874767252	5	29	3	1	3.0
ssj415.2313.8148	2.625	0.07463987479633095	4	10	2	2	1.0
ssj434.2398.8418	2.5	1.3336141032909774	4	22	2	2	1.0
ssj419.2337.8231	3.55	1.5504471980973005	5	23	2	1	2.0
ssj133.850.3264	3.292682926829268	1.2143894659520873	8	46	4	2	2.0
ssj161.1105.4087	4.0	1.726973973523842	6	27	2	1	2.0
ssj152.1038.3905	2.75	1.3294647018836299	5	16	1	1	1.0
ssj304.1848.6544	2.6666666666666665	1.013662770270411	3	11	1	1	1.0
ssj300.1820.6447	4.222222222222222	1.156116843054939	8	52	5	1	5.0
ssj69.432.1649	2.5185185185185186	1.9231952302295723	7	36	6	1	6.0
ssj384.2189.7771	1.4285714285714286	1.4209990868059745	3	9	1	1	1.0
elexiswsd1.831.sl.131649	2.3846153846153846	1.5647293782041816	4	15	1	1	1.0
ssj36.211.860	2.1052631578947367	1.2770851589697794	7	22	2	1	2.0
ssj81.529.1998	2.066666666666667	1.321235277728114	8	17	2	1	2.0
ssj24.119.501	2.935483870967742	2.3062235552984713	8	37	3	1	3.0
ssj431.2381.8366	4.32	2.4124822567547093	8	93	12	3	4.0
ssj73.463.1745	2.8421052631578947	0.4276744221853865	6	23	3	2	1.5
ssj184.1227.4454	4.333333333333333	0.05592415006828446	5	25	3	2	1.5
ssj455.2506.8839	2.3076923076923075	1.3421063891441773	6	16	2	1	2.0
ssj170.1162.4248	2.1538461538461537	1.064525670351156	6	18	1	1	1.0
ssj201.1354.4894	2.933333333333333	1.317606438574972	8	37	3	1	3.0
ssj107.682.2584	2.5925925925925926	1.38840723751708	6	33	3	3	1.0
ssj264.1678.6012	2.1818181818181817	1.3146688134636377	4	14	2	2	1.0
ssj29.177.710	2.142857142857143	1.8587334554829245	7	24	2	1	2.0
elexiswsd1.962.sl.131781	2.5555555555555554	1.2000634209150973	5	22	1	1	1.0
ssj320.1907.6810	1.9090909090909092	0.5523204714741328	6	12	1	1	1.0
ssj157.1071.3995	2.3529411764705883	1.365659518187438	6	20	2	1	2.0
ssj104.670.2548	1.8571428571428572	0.7004894564014058	4	10	2	1	2.0
elexiswsd1.151.sl.130967	1.6666666666666667	1.1370928092361738	5	11	1	1	1.0
ssj204.1377.4990	3.1666666666666665	0.2925063690096969	7	22	3	1	3.0
ssj215.1427.5177	3.3461538461538463	0.9705428327116943	8	32	4	2	2.0
ssj289.1771.6296	3.4857142857142858	1.568721818340782	6	41	1	1	1.0
elexiswsd1.196.sl.131012	2.2	0.9121413304668073	5	18	3	1	3.0
ssj142.952.3633	1.0	0.0	2	3	1	1	1.0
ssj296.1809.6408	4.363636363636363	0.8242541869577746	7	38	2	1	2.0
ssj46.294.1189	2.740740740740741	2.0259845669222143	8	35	2	1	2.0
ssj260.1657.5951	2.1875	0.6035350218702582	7	20	4	2	2.0
ssj116.726.2721	1.5	0.8369882167858357	3	6	1	1	1.0
ssj193.1276.4615	1.75	0.48010498290449527	3	6	1	1	1.0
elexiswsd1.140.sl.130956	2.272727272727273	1.0711142648893002	3	14	2	1	2.0
ssj149.1023.3835	2.533333333333333	1.7440178067345586	5	19	2	1	2.0
ssj347.2024.7175	2.25	1.2685113254635072	5	10	2	1	2.0
ssj377.2167.7690	1.6	0.8840214713053695	3	7	1	1	1.0
ssj451.2474.8672	2.0	0.8047189562170503	3	6	1	1	1.0
ssj63.391.1545	3.6666666666666665	2.2842359543258492	9	53	2	1	2.0
ssj116.734.2764	2.272727272727273	1.0711142648893002	4	14	2	2	1.0
ssj412.2286.8068	2.6315789473684212	1.0539416076555694	6	22	3	2	1.5
ssj47.317.1300	1.7142857142857142	1.3298383084089973	4	10	1	1	1.0
ssj118.749.2820	2.9	0.08658180950459464	4	15	3	2	1.5
ssj27.141.564	2.588235294117647	1.0149365265001178	7	22	1	1	1.0
ssj54.346.1403	2.772727272727273	1.218836996424108	5	28	3	2	1.5
elexiswsd1.1168.sl.131987	1.3333333333333333	0.8109302162163288	2	5	1	1	1.0
ssj335.1981.7035	1.9230769230769231	1.177854355658159	7	17	4	2	2.0
ssj142.925.3534	3.3333333333333335	0.49662588650514167	6	21	2	1	2.0
elexiswsd1.967.sl.131786	4.388888888888889	1.5116310110563833	5	23	2	1	2.0
ssj63.394.1557	2.5	2.026761283850923	7	27	3	1	3.0
ssj190.1240.4514	2.1818181818181817	0.765362669129583	5	14	2	1	2.0
ssj75.473.1774	2.0	0.27980789396771144	4	10	2	2	1.0
elexiswsd1.726.sl.131544	1.8461538461538463	1.9518448845751277	5	17	2	1	2.0
ssj255.1640.5900	3.066666666666667	1.2063889796918768	5	18	3	2	1.5
ssj456.2509.8866	3.5454545454545454	1.69646152537599	7	27	2	1	2.0
ssj428.2377.8356	2.7142857142857144	0.8703059790305571	5	26	3	2	1.5
ssj131.838.3204	2.625	0.42121346507630353	4	12	3	2	1.5
ssj211.1399.5075	1.3333333333333333	0.8109302162163288	2	6	1	1	1.0
ssj358.2066.7311	2.125	0.28594896846353784	4	11	2	2	1.0
ssj139.888.3410	1.75	1.3759847175185227	4	9	1	1	1.0
ssj193.1278.4620	1.6666666666666667	0.038480520568064065	3	5	1	1	1.0
elexiswsd1.458.sl.131274	2.125	0.6325225587435105	3	10	2	2	1.0
ssj68.426.1628	2.619047619047619	1.5324055458803203	7	24	2	1	2.0
ssj21.98.421	2.0	1.039720770839918	3	9	2	1	2.0
ssj228.1522.5518	2.8421052631578947	1.8442810942134944	5	23	2	2	1.0
ssj59.364.1466	2.1538461538461537	1.5549402968570192	4	16	2	1	2.0
ssj126.810.3053	2.6470588235294117	1.3390372609280319	6	20	2	2	1.0
ssj51.325.1324	3.5	2.1754680238019253	6	56	4	3	1.3333333333333333
ssj76.489.1830	2.2857142857142856	1.2975690478402115	6	17	3	1	3.0
ssj384.2201.7801	2.0	1.8121704664881826	6	19	4	1	4.0
ssj166.1140.4204	2.1785714285714284	1.9271536719294127	9	32	3	1	3.0
ssj46.294.1191	2.2857142857142856	1.388729826237189	7	24	3	3	1.0
ssj267.1698.6054	4.578947368421052	0.29732394037504967	5	25	1	1	1.0
ssj449.2455.8588	2.7222222222222223	0.9930434830676752	7	21	3	2	1.5
ssj428.2377.8358	1.75	1.453060057432152	4	11	1	1	1.0
ssj121.780.2956	2.8666666666666667	1.105594142176803	5	19	2	1	2.0
ssj73.460.1733	4.552631578947368	2.147527372148768	7	46	4	1	4.0
elexiswsd1.29.sl.130842	2.111111111111111	1.156116843054939	5	12	1	1	1.0
ssj292.1781.6327	3.0	0.49041462650586304	3	10	2	2	1.0
ssj440.2412.8474	1.9	1.058744804658683	4	13	4	3	1.3333333333333333
ssj93.612.2318	1.8333333333333333	1.0944628872607622	4	8	1	1	1.0
ssj100.646.2477	2.2	1.25871492074678	5	18	1	1	1.0
ssj242.1585.5734	2.473684210526316	0.5665108670396022	8	22	3	3	1.0
ssj407.2270.8019	1.9090909090909092	1.4482002060881605	4	13	1	1	1.0
ssj385.2211.7836	2.1875	0.9501086121502309	8	21	4	1	4.0
ssj133.863.3304	2.176470588235294	1.44362105965715	6	19	1	1	1.0
ssj21.106.449	n/a	n/a	2	3	1	1	1.0
ssj119.768.2909	3.727272727272727	1.2695652036131386	5	17	1	1	1.0
ssj376.2161.7671	3.5384615384615383	0.9146623743172378	8	43	4	1	4.0
ssj342.1999.7097	2.1	0.4093552017676455	5	13	1	1	1.0
ssj477.2580.9214	2.6842105263157894	1.1779800165852805	6	24	5	3	1.6666666666666667
ssj142.945.3613	1.0	0.5493061443340547	2	5	1	1	1.0
ssj449.2460.8600	1.3333333333333333	0.2616240718822739	3	5	2	1	2.0
ssj81.532.2019	1.9166666666666667	1.2850129393127958	5	15	3	2	1.5
ssj191.1241.4517	2.3076923076923075	1.2509456107472	7	18	3	1	3.0
ssj325.1939.6898	1.9	1.2025858408845735	4	13	2	2	1.0
ssj59.366.1474	2.2142857142857144	1.723546426336927	4	17	2	1	2.0
ssj295.1805.6391	2.8947368421052633	1.608272919916375	6	24	4	2	2.0
ssj164.1129.4155	2.185185185185185	1.964830143768884	9	35	2	1	2.0
ssj27.139.554	2.5	0.22314355131420976	3	6	1	1	1.0
elexiswsd1.1463.sl.132288	2.0	0.5058004558392399	6	13	2	2	1.0
ssj86.568.2158	1.8888888888888888	1.3585032565621407	4	12	1	1	1.0
ssj142.926.3538	2.8285714285714287	1.9803555669935307	7	39	3	2	1.5
ssj364.2091.7415	3.238095238095238	1.4458882400771376	6	26	4	2	2.0
ssj116.734.2762	2.3636363636363638	1.031893551736019	4	13	2	2	1.0
ssj155.1056.3947	3.1785714285714284	2.175772650618268	10	66	7	3	2.3333333333333335
ssj469.2547.9051	2.272727272727273	1.4765793729974646	6	14	3	1	3.0
ssj76.490.1837	3.1666666666666665	0.7161552992032988	3	8	1	1	1.0
ssj440.2414.8481	2.5	1.433949451022053	7	27	4	2	2.0
ssj46.286.1148	2.45	0.9483517025003325	8	28	5	2	2.5
elexiswsd1.519.sl.131336	2.933333333333333	0.827191812069109	6	19	1	1	1.0
ssj453.2494.8770	2.5294117647058822	0.8351934906707345	7	21	2	1	2.0
elexiswsd1.968.sl.131787	2.909090909090909	1.1708277772377473	7	28	3	1	3.0
ssj185.1230.4463	3.4857142857142858	1.5019561220285207	7	44	3	2	1.5
ssj226.1493.5432	1.9	1.2025858408845735	4	13	2	2	1.0
ssj25.121.512	2.4	0.7339691750802004	2	7	1	1	1.0
ssj361.2082.7379	2.125	0.9790961490234832	5	19	2	2	1.0
ssj26.127.522	1.5	0.6342556627317537	3	6	1	1	1.0
ssj456.2507.8858	3.7916666666666665	0.602794829285041	8	58	6	4	1.5
ssj160.1076.4022	2.7	0.15804077348673942	4	14	3	2	1.5
ssj118.765.2892	2.25	1.1246702892376166	5	18	3	3	1.0
ssj165.1133.4181	3.8461538461538463	0.06459896923584096	7	16	2	1	2.0
elexiswsd1.611.sl.131428	2.1875	1.4082539780873085	4	18	2	2	1.0
ssj6.35.162	1.9230769230769231	1.3216953918840497	5	16	3	2	1.5
ssj132.846.3244	3.3333333333333335	1.0459320308391966	5	21	3	2	1.5
ssj264.1677.6009	1.8	0.7662384356489861	3	7	1	1	1.0
ssj236.1562.5650	2.7333333333333334	1.1532221911660576	5	18	3	1	3.0
ssj451.2471.8653	1.3333333333333333	1.412916618379297	3	8	1	1	1.0
elexiswsd1.303.sl.131119	4.4	1.5141277326297753	6	24	2	1	2.0
ssj134.877.3364	2.923076923076923	1.2495586473058373	7	32	4	2	2.0
elexiswsd1.777.sl.131595	2.125	0.28594896846353784	4	11	2	1	2.0
ssj42.259.1034	3.6	0.2169322913149312	9	24	5	2	2.5
elexiswsd1.1296.sl.132116	2.8	1.017552863929892	4	18	2	2	1.0
ssj91.602.2269	2.4285714285714284	0.43222546980672655	3	10	2	2	1.0
ssj446.2436.8558	2.909090909090909	1.1708277772377473	7	31	1	1	1.0
elexiswsd1.215.sl.131031	2.2	1.3357902606604093	4	12	1	1	1.0
ssj341.1989.7065	3.923076923076923	1.829919101712527	4	28	1	1	1.0
ssj195.1316.4750	2.7333333333333334	1.7651099069771152	4	20	1	1	1.0
ssj314.1883.6704	4.454545454545454	1.09131697220682	5	17	1	1	1.0
ssj226.1488.5413	4.107142857142857	1.5358493156303243	6	33	3	2	1.5
ssj46.292.1179	1.875	1.215831067634594	3	11	3	2	1.5
ssj188.1238.4510	2.2222222222222223	1.3987168811184476	4	11	1	1	1.0
ssj20.93.397	2.5	0.8754687373538999	4	16	3	2	1.5
ssj201.1344.4850	2.6666666666666665	1.0663430280993242	5	20	3	2	1.5
ssj386.2216.7843	3.929411764705882	1.7487156263728016	8	95	11	4	2.75
ssj63.387.1531	2.825	2.394958277632537	8	48	6	2	3.0
ssj46.309.1258	3.2758620689655173	1.5367876242190883	6	33	2	2	1.0
ssj98.628.2421	2.8	1.2202854179839744	4	14	2	1	2.0
ssj295.1799.6375	3.35	1.5313591158340205	8	46	5	3	1.6666666666666667
ssj114.715.2683	2.0	1.1756876285817388	3	9	1	1	1.0
elexiswsd1.993.sl.131812	2.7142857142857144	1.4196121233646117	5	26	2	1	2.0
ssj36.213.868	2.5	0.5815754049028404	2	8	1	1	1.0
ssj450.2468.8637	2.0	0.1438410362258906	3	4	1	1	1.0
ssj436.2401.8431	2.48	1.2504854965912646	8	30	5	3	1.6666666666666667
elexiswsd1.1148.sl.131967	1.125	1.61508491574348	5	10	1	1	1.0
elexiswsd1.400.sl.131216	3.3636363636363638	1.3054536613609606	4	15	2	1	2.0
ssj370.2123.7552	2.7142857142857144	1.7661857136445847	10	50	6	4	1.5
ssj55.351.1418	3.1842105263157894	2.1828499128545493	7	43	4	3	1.3333333333333333
elexiswsd1.1394.sl.132216	3.3448275862068964	1.862527127596219	6	36	4	1	4.0
ssj172.1182.4317	4.526315789473684	1.3789178445242611	4	22	2	2	1.0
ssj312.1877.6687	4.153846153846154	1.7272747987697148	4	30	3	1	3.0
ssj160.1080.4037	2.0	0.8047189562170503	3	6	1	1	1.0
ssj216.1438.5211	3.0588235294117645	1.652601398054002	4	21	3	1	3.0
ssj383.2183.7748	1.0	0.6931471805599453	2	4	1	1	1.0
ssj221.1456.5282	1.0	0.34657359027997275	2	3	1	1	1.0
ssj446.2438.8562	2.2666666666666666	0.5357147770371538	6	19	2	1	2.0
ssj53.331.1351	3.88	0.6001763490788911	6	31	3	2	1.5
ssj239.1573.5695	4.153846153846154	1.7727606878725781	6	30	3	1	3.0
elexiswsd1.597.sl.131414	2.3076923076923075	1.4859474253700677	4	18	3	1	3.0
ssj65.410.1587	2.4482758620689653	1.5929828241554458	8	35	5	3	1.6666666666666667
ssj387.2219.7849	3.210526315789474	0.30578460457634943	6	22	1	1	1.0
ssj109.686.2595	3.8260869565217392	0.7752106537495729	10	29	2	1	2.0
ssj332.1974.7013	2.4285714285714284	1.877411348754809	6	25	2	1	2.0
ssj328.1966.6995	2.6	1.3470736479666092	4	14	2	1	2.0
ssj142.918.3507	2.6923076923076925	1.3906882633710012	5	18	3	1	3.0
ssj172.1176.4287	2.2666666666666666	1.5086698515648103	6	18	3	2	1.5
ssj376.2162.7678	2.3333333333333335	1.291035199120824	4	11	1	1	1.0
ssj142.953.3637	1.8	0.5635058815949039	6	12	1	1	1.0
elexiswsd1.926.sl.131745	2.6	0.7450872458036413	3	7	1	1	1.0
ssj131.826.3133	1.7142857142857142	1.127105754354915	4	9	1	1	1.0
ssj309.1861.6597	1.8181818181818181	1.4969903702575924	5	13	1	1	1.0
ssj449.2461.8606	2.923076923076923	1.7988647916398923	4	29	3	2	1.5
ssj231.1537.5563	4.416666666666667	0.2429319388701215	4	20	1	1	1.0
ssj131.831.3181	n/a	n/a	2	2	1	1	1.0
ssj358.2070.7327	2.0	0.8291140383017661	5	9	2	1	2.0
ssj349.2032.7203	2.0	1.46559687620821	5	17	2	2	1.0
ssj277.1714.6093	3.0476190476190474	0.9572067175595176	4	24	2	1	2.0
ssj131.836.3200	2.3333333333333335	1.1998744207238468	4	11	2	1	2.0
ssj374.2150.7637	4.888888888888889	1.4259679303306154	5	26	1	1	1.0
ssj354.2056.7268	1.6	0.3347153269713146	4	8	1	1	1.0
ssj419.2333.8225	3.8666666666666667	0.3482058813868684	6	36	4	2	2.0
ssj171.1164.4256	2.5	1.4774551395168678	7	28	4	2	2.0
ssj265.1681.6018	2.6875	1.0908301482260547	6	21	4	2	2.0
ssj233.1546.5593	2.95	0.9653671107593218	9	26	4	1	4.0
ssj192.1257.4560	n/a	n/a	2	3	1	1	1.0
ssj321.1910.6819	2.5	0.326162593019845	3	6	2	1	2.0
ssj288.1765.6276	2.6818181818181817	0.9055998264117271	6	27	3	1	3.0
ssj451.2480.8703	2.0	0.8291140383017661	5	10	2	1	2.0
ssj475.2570.9157	2.4705882352941178	1.551871168640874	5	21	2	2	1.0
ssj217.1443.5234	3.6	1.39261991989667	6	34	3	2	1.5
ssj179.1212.4423	2.8421052631578947	1.5789669686824093	8	42	5	3	1.6666666666666667
ssj301.1836.6488	2.142857142857143	1.7998419376547328	6	16	1	1	1.0
ssj46.306.1241	1.3333333333333333	0.9547712524422192	2	6	2	1	2.0
ssj86.569.2162	2.6956521739130435	1.9624012999685234	9	53	5	4	1.25
ssj151.1028.3851	3.3333333333333335	1.339825363290256	4	24	2	1	2.0
ssj226.1496.5440	2.2	1.055982366692698	6	13	2	1	2.0
ssj433.2389.8380	1.8181818181818181	1.4058295918606152	5	13	1	1	1.0
elexiswsd1.167.sl.130983	2.1333333333333333	1.9503644994046936	8	19	1	1	1.0
ssj151.1028.3849	2.1875	1.152841166204313	5	19	2	1	2.0
ssj149.1025.3841	3.05	1.4813368348257852	5	22	3	2	1.5
ssj344.2012.7145	3.2051282051282053	2.399896683292032	9	47	3	1	3.0
elexiswsd1.985.sl.131804	1.2857142857142858	1.5263596024638006	4	9	1	1	1.0
ssj327.1961.6981	2.4782608695652173	1.3533372366191196	7	26	3	2	1.5
ssj64.406.1576	2.7857142857142856	0.8443304926272964	4	18	1	1	1.0
ssj460.2522.8959	2.4375	1.881615798349916	5	20	3	1	3.0
ssj199.1334.4820	2.6363636363636362	0.5761206694910547	4	15	3	1	3.0
ssj243.1591.5770	1.4285714285714286	1.165586274922979	5	9	2	1	2.0
ssj178.1209.4405	2.8333333333333335	1.0057184062828892	5	15	1	1	1.0
elexiswsd1.1438.sl.132260	2.0	0.1438410362258906	3	5	1	1	1.0
ssj457.2513.8903	2.3846153846153846	0.9627429760412137	6	16	3	2	1.5
ssj58.357.1432	4.666666666666667	0.29799171605314895	5	22	1	1	1.0
ssj156.1063.3968	3.4	0.8233968494889347	5	24	3	3	1.0
ssj310.1865.6611	2.4285714285714284	1.125372650366672	3	9	1	1	1.0
ssj35.207.828	1.7692307692307692	1.5166487764802057	6	16	1	1	1.0
ssj84.557.2125	3.0416666666666665	0.4766213043735273	8	38	1	1	1.0
elexiswsd1.1124.sl.131943	1.7	1.5936193699625092	4	12	1	1	1.0
ssj312.1877.6668	3.4444444444444446	0.9015704323591006	4	11	1	1	1.0
ssj124.789.2991	1.7142857142857142	1.2386775300120199	4	9	1	1	1.0
ssj393.2228.7879	2.933333333333333	1.4291782142320768	4	21	3	3	1.0
ssj212.1402.5094	2.066666666666667	1.6010431716958253	5	18	2	2	1.0
ssj425.2366.8321	2.0	0.8047189562170503	5	14	2	2	1.0
ssj360.2074.7342	3.0714285714285716	0.5439594690092981	8	33	5	3	1.6666666666666667
ssj21.102.429	2.3	1.4169957122300285	4	13	2	1	2.0
ssj104.671.2550	2.789473684210526	1.5449788438656487	5	23	3	2	1.5
ssj131.828.3166	2.5	0.5815754049028404	2	6	1	1	1.0
ssj213.1410.5117	2.5625	1.1384581972153094	4	20	3	2	1.5
ssj243.1592.5773	1.7222222222222223	1.2481440226390734	11	23	4	1	4.0
ssj325.1931.6872	5.413793103448276	0.6878451201913482	7	92	1	1	1.0
ssj46.304.1229	7.407407407407407	0.3385851130184023	10	40	5	2	2.5
ssj204.1375.4984	2.7222222222222223	1.5950298852306433	5	21	2	1	2.0
ssj193.1302.4710	2.769230769230769	0.26390509773619514	5	15	3	2	1.5
elexiswsd1.1222.sl.132041	2.230769230769231	1.1732753867657764	4	17	2	2	1.0
ssj452.2490.8749	2.1666666666666665	0.1226898463805457	4	9	1	1	1.0
ssj133.858.3291	3.3636363636363638	1.4311108755014137	5	27	2	2	1.0
ssj61.373.1494	3.8	0.2744368457017603	6	29	5	3	1.6666666666666667
ssj78.513.1926	2.411764705882353	1.634860238048126	4	20	1	1	1.0
elexiswsd1.825.sl.131643	2.6470588235294117	1.1363047068739496	5	21	2	1	2.0
elexiswsd1.778.sl.131596	2.3125	1.2411123512753928	5	19	2	1	2.0
ssj165.1131.4163	3.533333333333333	0.438356978381166	6	21	3	1	3.0
ssj149.1021.3831	2.625	1.7752385656274086	5	20	2	1	2.0
ssj133.865.3313	3.3333333333333335	1.9944920232821373	8	30	4	2	2.0
ssj252.1617.5850	1.8888888888888888	1.3585032565621407	4	11	1	1	1.0
ssj353.2054.7260	2.263157894736842	1.204764497390153	6	22	3	1	3.0
ssj279.1730.6129	3.3636363636363638	0.01407500344666872	5	14	2	2	1.0
ssj46.290.1167	3.3461538461538463	1.6201843247768246	6	32	6	3	2.0
ssj284.1747.6217	3.0689655172413794	1.2554545558075165	8	43	5	1	5.0
ssj275.1708.6076	2.0	1.6094379124341003	7	26	5	4	1.25
ssj409.2275.8031	2.6923076923076925	1.5345292995968915	8	31	3	2	1.5
elexiswsd1.1389.sl.132211	2.0714285714285716	1.5642452389640704	5	17	2	1	2.0
ssj413.2299.8110	3.0	0.5304359803426313	6	35	6	3	2.0
ssj260.1661.5974	4.333333333333333	0.5281549544887103	6	24	3	2	1.5
ssj6.35.156	2.1666666666666665	0.1226898463805457	3	8	2	2	1.0
ssj451.2473.8669	2.142857142857143	1.5303436872883893	4	17	2	2	1.0
ssj27.148.605	3.0	0.4054651081081644	5	7	1	1	1.0
ssj54.341.1387	2.3636363636363638	1.4900389176730966	9	25	2	1	2.0
ssj18.85.327	3.411764705882353	0.994095961754955	6	20	3	1	3.0
ssj161.1107.4093	2.9	1.9310215365615626	5	24	1	1	1.0
elexiswsd1.1303.sl.132123	2.5454545454545454	0.6112119893023246	4	14	1	1	1.0
ssj80.518.1962	2.8518518518518516	1.6396706479927279	7	32	2	1	2.0
ssj474.2567.9148	3.3333333333333335	0.15005229622516897	4	19	3	2	1.5
ssj470.2550.9074	2.388888888888889	1.3790764773677349	5	21	3	2	1.5
ssj193.1275.4610	2.5294117647058822	1.0379260447248166	5	22	5	3	1.6666666666666667
ssj326.1950.6937	3.0	0.9229133452491655	7	23	3	1	3.0
ssj376.2162.7677	4.366666666666666	1.50907342802285	6	33	2	1	2.0
ssj263.1673.6000	2.933333333333333	1.9784843585661318	6	36	4	2	2.0
ssj238.1572.5690	2.9473684210526314	1.7108354428221408	6	23	1	1	1.0
ssj69.430.1640	3.4	1.8631176203288526	7	25	2	1	2.0
ssj76.497.1864	2.0	1.039720770839918	6	16	1	1	1.0
ssj220.1449.5247	2.1666666666666665	1.1624106172204636	4	15	2	2	1.0
elexiswsd1.176.sl.130992	1.7142857142857142	0.9832647181290245	4	9	1	1	1.0
elexiswsd1.740.sl.131558	1.8333333333333333	0.9828911116036572	3	8	1	1	1.0
ssj336.1982.7043	1.7272727272727273	1.4571228862481655	5	14	2	1	2.0
elexiswsd1.876.sl.131695	3.6923076923076925	0.9491780998120708	4	18	2	1	2.0
ssj363.2084.7391	2.473684210526316	1.4623906016536294	5	24	2	1	2.0
ssj46.291.1173	2.625	1.5198257537444133	6	27	2	1	2.0
ssj116.725.2714	2.3	1.4696759700589417	4	13	1	1	1.0
ssj153.1046.3925	3.6	0.6223973994230955	4	19	1	1	1.0
ssj144.990.3743	1.7142857142857142	0.9832647181290245	4	9	1	1	1.0
ssj61.385.1529	6.428571428571429	0.5412236759073772	3	22	1	1	1.0
ssj234.1553.5619	3.8947368421052633	1.2112056642136007	5	24	4	1	4.0
ssj358.2070.7329	1.9	0.8560122506046008	5	13	2	1	2.0
ssj69.429.1636	1.6666666666666667	0.7316277011280093	4	8	1	1	1.0
ssj186.1233.4481	2.0	0.3465735902799726	3	6	1	1	1.0
ssj91.608.2291	3.5	0.29275825818379003	6	29	4	1	4.0
ssj133.875.3351	2.5833333333333335	0.6399463604768267	5	15	2	1	2.0
ssj384.2200.7799	2.6666666666666665	0.9225019918734338	5	18	4	3	1.3333333333333333
ssj144.964.3674	2.588235294117647	1.5053511530059809	4	19	2	2	1.0
ssj440.2411.8467	2.5454545454545454	1.3043591698622699	4	12	1	1	1.0
ssj192.1262.4571	3.8947368421052633	1.4988877366653817	5	23	1	1	1.0
ssj61.384.1527	1.6666666666666667	1.1370928092361738	5	12	2	1	2.0
ssj27.149.612	2.5714285714285716	0.9243732003008327	7	19	1	1	1.0
ssj217.1441.5223	2.4545454545454546	0.30100604319322677	7	14	2	1	2.0
ssj396.2235.7900	2.1666666666666665	0.1226898463805457	3	10	2	1	2.0
ssj278.1726.6119	2.3125	1.4438449053294748	6	22	1	1	1.0
ssj147.1018.3821	2.0	0.8291140383017661	3	8	2	1	2.0
ssj347.2024.7173	3.210526315789474	1.6253132693839787	7	24	2	1	2.0
elexiswsd1.117.sl.130933	2.1538461538461537	1.5549402968570192	6	15	1	1	1.0
ssj295.1800.6378	2.5454545454545454	0.8139445433564068	4	16	3	2	1.5
ssj284.1745.6207	2.142857142857143	1.1066947570947876	4	9	1	1	1.0
ssj276.1711.6085	2.3636363636363638	1.2346261057901013	4	14	2	2	1.0
ssj373.2142.7617	2.2	0.9121413304668073	3	7	1	1	1.0
ssj247.1598.5802	2.3	1.5608367484559191	6	24	2	2	1.0
ssj246.1596.5785	2.6666666666666665	1.09073811018404	4	11	1	1	1.0
elexiswsd1.187.sl.131003	2.3333333333333335	1.5464480110038192	4	14	1	1	1.0
ssj26.127.526	2.111111111111111	1.0445450673978338	5	11	1	1	1.0
ssj201.1351.4878	3.466666666666667	0.11083158307188774	8	19	3	1	3.0
ssj21.108.463	1.6666666666666667	1.2809338454620642	3	10	1	1	1.0
ssj277.1721.6111	2.793103448275862	1.8077871368042953	5	32	3	3	1.0
ssj46.312.1268	2.6818181818181817	0.5590262361317544	6	26	2	2	1.0
elexiswsd1.1401.sl.132223	1.8888888888888888	1.5023442927880308	4	11	1	1	1.0
ssj440.2414.8478	3.1538461538461537	1.4878770700391024	5	17	2	1	2.0
ssj325.1933.6876	2.230769230769231	1.1732753867657764	5	17	2	2	1.0
ssj40.244.974	4.037037037037037	1.5719360815849792	6	31	2	1	2.0
ssj121.780.2964	2.3636363636363638	1.031893551736019	5	13	3	2	1.5
ssj177.1197.4368	2.533333333333333	0.7710627322069021	7	19	4	1	4.0
ssj172.1179.4305	3.2962962962962963	1.0044250736084086	7	31	4	3	1.3333333333333333
ssj75.476.1787	1.3333333333333333	0.8109302162163288	2	5	1	1	1.0
ssj434.2393.8396	2.25	1.6598909950883234	6	22	2	2	1.0
ssj182.1216.4432	3.8421052631578947	1.0220787622152971	6	21	2	2	1.0
ssj348.2029.7187	1.3333333333333333	0.6081976621622466	3	5	1	1	1.0
ssj417.2329.8211	2.4705882352941178	1.8984447589208464	8	21	3	1	3.0
elexiswsd1.707.sl.131525	4.4	1.394681778488601	6	22	2	1	2.0
ssj59.363.1465	2.75	1.5259859959384336	9	49	6	2	3.0
ssj116.734.2760	2.4615384615384617	1.0748353139525237	5	17	3	2	1.5
ssj451.2471.8652	2.375	0.17472333335331355	3	10	2	2	1.0
elexiswsd1.909.sl.131728	2.9565217391304346	1.0330397630516728	7	32	2	2	1.0
ssj424.2354.8282	2.6666666666666665	1.412916618379297	4	17	2	1	2.0
ssj81.529.2001	1.6666666666666667	0.9343602551820915	3	8	2	2	1.0
ssj193.1299.4694	1.75	0.6828375369585774	3	7	1	1	1.0
ssj459.2521.8955	1.5714285714285714	0.5209699507845995	5	9	1	1	1.0
ssj451.2481.8706	1.5	0.49041462650586304	2	7	1	1	1.0
ssj475.2570.9155	1.8125	1.596306209590248	6	19	1	1	1.0
ssj142.915.3501	3.625	1.707877985247353	7	49	3	2	1.5
ssj476.2572.9164	2.8125	1.1569395498064023	4	20	2	1	2.0
ssj69.431.1644	3.0526315789473686	0.7027890484832139	9	46	5	2	2.5
ssj3.13.45	3.361111111111111	1.7307804085844467	6	43	1	1	1.0
